Step,Training loss,Reward,Reward std,Completion length,Kullback-Leibler divergence 
1074,0.0104,0.199833,0.116937,242.666672,0.258785
1075,0.0127,0.8585,1.080377,233,0.317798
1076,0.0835,0.942833,1.540908,180.833344,2.087475
1077,0.0076,0.760667,0.060049,103.5,0.189681
1078,0.0083,1.187167,1.144984,218.166672,0.207129
1079,0.0081,1.0445,1.354042,182.166672,0.203472
1080,0.0086,1.930667,1.168082,197,0.21457
1081,0.0102,2.839833,0.033421,73,0.255916
1082,0.0054,1.616833,1.215097,193.833344,0.134687
1083,0.3573,0.766667,1.042492,303.5,8.933217
1084,0.0068,2.254333,1.263909,111.833336,0.171028
1085,0.0083,0.601167,0.24536,194,0.208395
1086,0.0064,1.317667,1.14086,176.833344,0.15998
1087,0.0091,2.511,0.808953,55.333336,0.228528
1088,0.0063,2.239334,0.874483,135,0.156551
1089,0.0126,0.707833,1.027997,237.166672,0.316103
1090,0.0107,1.481167,1.335822,203.833344,0.266922
1091,0.0108,0.742833,0.94864,294.166687,0.270422
1092,0.0079,2.154,1.108303,131.166672,0.198214
1093,0.0059,1.385833,1.075927,131.333344,0.146735
1094,0.0108,1.958667,1.194765,183.833344,0.271195
1095,0.0061,2.028833,1.045414,137.166672,0.151739
1096,0.007,2.277333,1.118601,193,0.17465
1097,0.0054,2.359,0.855596,149.833344,0.135292
1098,0.0053,0.639,0.08684,162.5,0.1313
1099,0.0061,1.809833,1.261509,204.333344,0.152159
1100,0.0077,1.947333,1.229565,244.166672,0.192661
1101,0.0053,1.282333,1.135219,195.5,0.131388
1102,0.0231,0.322333,0.267094,271.166687,0.577502
1103,0.0079,0.946667,0.958017,158.833344,0.198594
1104,0.0075,1.282833,1.11713,182.5,0.186866
1105,0.0083,1.474167,1.244237,215.5,0.20686
1106,0.0085,1.0655,1.300142,325,0.212264
1107,0.0102,1.455333,1.507075,125.833336,0.254064
1108,0.0048,2.809167,0.023995,80.333336,0.120657
1109,0.0072,2.4725,0.784538,87.5,0.17965
1110,0.007,1.409833,1.072292,113,0.174905
1111,0.01,2.400333,1.114878,141.333344,0.250937
1112,0.0062,2.729,0.043063,125.5,0.154221
1113,0.0098,1.286167,1.035089,94.333336,0.244473
1114,0.0061,0.597333,0.29274,198.5,0.152244
1115,0.0073,1.99,1.225299,106.333336,0.183599
1116,0.0048,0.8125,1.015475,180,0.11878
1117,0.0063,0.815,0.916083,261.833344,0.157782
1118,0.0069,1.074,0.804146,108,0.173606
1119,0.0386,0.8675,1.002634,175.833344,0.964159
1120,0.0043,2.423667,0.833538,106.5,0.107924
1121,0.0077,1.3425,1.131289,170,0.192038
1122,0.0075,1.528667,1.102423,270,0.188141
1123,0.0059,2.768333,0.072776,107.333336,0.147515
1124,0.018,0.293833,0.363488,377.833344,0.450939
1125,0.0054,1.052333,0.842723,128.166672,0.134406
1126,0.0063,2.796,0.026199,95.5,0.157732
1127,0.1858,0.661,1.751524,301.5,4.644628
1128,0.0084,0.003667,1.15939,325.833344,0.20899
1129,0.0119,0.566167,0.443048,346,0.296271
1130,0.0134,2.251167,1.109711,162.166672,0.33538
1131,0.0084,2.083333,1.018845,102,0.208956
1132,0.0053,1.3445,0.969357,132.5,0.132899
1133,0.0201,0.300167,2.419058,388.666687,0.503507
1134,0.0101,1.543333,1.16614,219.833344,0.252997
1135,0.0061,0.945333,0.899126,185.833344,0.152709
1136,0.0257,2.171667,1.388017,141.833344,0.642685
1137,0.0061,1.7825,1.111221,159.333344,0.153466
1138,0.0953,0.673667,0.27161,103.5,2.381362
1139,0.0064,2.7885,0.061168,94.833336,0.15993
1140,0.0073,0.918833,1.004914,129.333344,0.182978
1141,0.0073,0.398167,0.264012,242.5,0.182998
1142,0.0108,0.616833,2.609056,296.333344,0.270207
1143,0.0102,1.491667,1.003361,80.333336,0.25467
1144,0.011,1.6725,1.024306,130,0.275558
1145,0.0151,1.3345,1.137386,167.666672,0.377402
1146,0.0087,2.059333,1.188088,116.5,0.217035
1147,0.0115,0.412833,0.368372,314,0.286735
1148,0.0055,0.916667,0.869944,204.833344,0.136778
1149,0.0076,1.824167,1.36754,253.166672,0.190513
1150,0.008,0.341833,0.242806,359.833344,0.200852
1151,0.0114,1.406833,1.074224,154,0.285279
1152,0.0092,0.427,1.694182,161,0.22954
1153,0.0053,2.770833,0.026574,98.666672,0.131105
1154,0.0062,2.484833,0.776952,86.833336,0.154271
1155,0.0051,0.591833,1.027405,210.166672,0.12681
1156,0.005,0.789667,0.009626,97,0.125486
1157,0.0067,1.209,1.120648,213.833344,0.167551
1158,0.0063,2.3575,1.093729,165.333344,0.158073
1159,0.0101,0.438833,0.344529,317,0.251928
1160,0.0041,0.646833,1.140333,273.5,0.103137
1161,0.0079,0.851,0.964437,246,0.196799
1162,0.0064,1.967167,1.204575,183.333344,0.158756
1163,0.0152,0.4775,0.27312,284.333344,0.379913
1164,0.0074,0.898833,1.381309,346.666687,0.186046
1165,0.0076,1.2025,1.29277,152.5,0.19108
1166,0.0197,2.168833,1.011952,69.333336,0.491733
1167,0.011,1.386667,1.49001,238.833344,0.274086
1168,0.0082,1.062,0.922307,145.666672,0.205067
1169,0.007,0.266833,0.244488,179.5,0.175935
1170,0.0162,0.312,0.292601,392.5,0.405518
1171,0.0054,1.939667,1.285824,114,0.13609
1172,0.0056,0.740833,0.883593,153.166672,0.140886
1173,0.0088,1.856167,1.121759,234.333344,0.219213
1174,0.0064,1.731,1.093881,116,0.159509
1175,0.005,2.753667,0.032091,117,0.123857
1176,0.0065,0.681833,0.057832,154.833344,0.161367
1177,0.0113,2.696,0.048233,115.833336,0.282864
1178,0.0097,1.682667,1.260734,154,0.243115
1179,0.0047,0.838333,0.858186,246.666672,0.117329
1180,0.0079,1.041833,1.287912,270,0.19629
1181,0.0068,0.367833,0.3201,279.333344,0.168795
1182,0.0787,1.072,1.304404,315.5,1.96807
1183,0.0582,0.877667,0.77526,298.333344,1.455461
1184,0.3458,0.506333,0.29815,265.166687,8.644436
1185,0.0045,2.325167,0.82328,154.166672,0.11372
1186,0.0047,2.7295,0.062542,125.5,0.116715
1187,0.0052,2.324833,0.823289,160.666672,0.129307
1188,0.0109,2.095167,1.038001,97,0.273609
1189,0.0068,2.838834,0.030954,80.333336,0.17107
1190,0.0066,2.0945,1.032922,100.5,0.16471
1191,0.0099,0.359167,0.305826,339.833344,0.247459
1192,0.0121,0.409833,0.369376,304.166687,0.302787
1193,0.0075,1.945167,1.441705,122.666672,0.187582
1194,0.0043,2.361333,0.785696,143.666672,0.107664
1195,0.0098,1.933,1.192585,197.333344,0.245089
1196,0.0067,2.004333,0.937576,139.5,0.168678
1197,0.0077,0.601667,0.305561,189.833344,0.19193
1198,0.0062,2.007833,1.254847,169.5,0.155255
1199,0.0077,1.856333,1.341359,247.333344,0.193303
1200,0.0688,0.5095,0.349979,253.666672,1.720793
1201,0.0039,2.648667,0.110127,151.166672,0.097377
1202,0.01,1.497,1.067893,73.333336,0.248848
1203,0.0063,1.773333,1.123049,100,0.156433
1204,0.0084,0.843333,0.080656,75,0.209172
1205,0.0062,2.799833,0.062069,96.833336,0.15416
1206,0.0057,2.303833,1.025949,117.666672,0.141665
1207,0.0071,2.807,0.038273,89.5,0.177222
1208,0.0075,0.650833,1.54109,164.833344,0.186568
1209,0.01,2.156667,0.990731,81.666672,0.250571
1210,0.0045,2.018833,1.009772,146.666672,0.112902
1211,0.0086,2.367834,0.822019,129.666672,0.215452
1212,0.0059,2.085167,1.008021,114.166672,0.14778
1213,0.0045,2.797333,0.071023,93.5,0.112319
1214,0.1612,0.0745,1.007687,445.5,4.028952
1215,0.0093,1.8155,1.656572,142.166672,0.233648
1216,0.0148,1.093667,1.252111,209.666672,0.36976
1217,0.0075,1.465667,1.369918,258.833344,0.186716
1218,0.0164,1.7685,1.112669,92.833336,0.410045
1219,0.0091,0.939667,0.841692,199,0.227695
1220,0.0075,0.933667,1.368904,351,0.187551
1221,0.0093,0.954167,0.856298,177.333344,0.231393
1222,0.0351,2.364833,1.098435,145.666672,0.878179
1223,0.0078,2.0185,1.279968,150,0.195809
1224,0.0231,0.935833,0.938018,133,0.577915
1225,0.0073,2.413333,0.917299,98,0.181532
1226,0.0067,1.8945,1.322324,119.666672,0.167447
1227,0.0081,1.3295,1.130918,176.166672,0.201673
1228,0.0124,0.271167,1.426741,216.833344,0.310707
1229,0.0055,0.9645,0.879297,144.666672,0.138604
1230,0.0094,0.317,0.624751,300.833344,0.233776
1231,0.0055,0.858167,0.041053,63.166668,0.138131
1232,0.0517,1.001667,1.310285,338.166687,1.291737
1233,0.0039,2.031167,1.076479,130.833344,0.097558
1234,0.0047,1.029333,0.846519,130.333344,0.118306
1235,0.0056,2.424333,0.795481,109,0.140853
1236,0.0076,1.448,1.07102,82.333336,0.190985
1237,0.0055,2.123833,1.013923,94.166672,0.137158
1238,0.0202,2.09,1.022057,91.666672,0.505024
1239,0.0044,2.374833,0.820615,129.333344,0.1109
1240,0.0086,2.8255,0.029194,82,0.213986
1241,0.007,2.811333,0.032904,83.666672,0.175411
1242,0.0064,0.936833,0.864107,206.166672,0.160268
1243,0.017,1.4635,0.928879,75,0.425332
1244,0.0089,0.625167,0.252234,173.166672,0.221596
1245,0.0049,2.6695,0.094125,127.833336,0.121842
1246,0.0106,1.25,1.209029,171.166672,0.264912
1247,0.0088,0.646167,0.265169,160.333344,0.220037
1248,0.0672,1.111,0.85009,91.666672,1.680677
1249,0.0069,2.411667,0.81073,114.666672,0.17371
1250,0.0097,1.302,1.167994,182,0.241351
1251,0.0125,0.485667,0.284724,275.666687,0.311987
1252,0.0097,0.719667,0.295279,145.666672,0.242945
1253,0.0125,0.5655,0.344002,226.166672,0.31287
1254,0.0069,2.338167,1.084514,179,0.172025
1255,0.0048,1.709167,1.066296,130.5,0.119956
1256,0.0032,2.718667,0.060135,123.333336,0.079986
1257,0.007,1.030833,0.900924,101.833336,0.175557
1258,0.0139,0.810833,0.041043,74.666672,0.347848
1259,0.0071,2.303667,1.068172,186.333344,0.17635
1260,0.0086,2.105167,1.0385,100.166672,0.214159
1261,0.0077,0.984833,0.872034,171.166672,0.191517
1262,0.0072,2.427167,0.883735,128,0.179446
1263,0.0056,1.010667,1.278572,216,0.140206
1264,0.0422,2.358667,1.094744,151.666672,1.054911
1265,0.0221,1.625667,1.120736,206.333344,0.552922
1266,0.0088,0.529333,0.314815,248.833344,0.220248
1267,0.0053,2.562167,0.388412,139.5,0.133088
1268,0.009,2.12,1.019671,96,0.224284
1269,0.0098,0.082333,2.050307,273.833344,0.244254
1270,0.0181,2.823833,0.077236,61.833336,0.451513
1271,0.0115,0.250167,0.342585,326.333344,0.287894
1272,0.0069,2.6485,0.265883,131.666672,0.172464
1273,0.0069,0.4995,0.272267,201.5,0.172152
1274,0.0161,-0.001667,0.525606,366.166687,0.402894
1275,0.0062,1.439333,1.039062,106.833336,0.15601
1276,0.0119,2.389,0.813992,95.666672,0.298697
1277,0.0102,1.517167,1.370992,250.166672,0.255211
1278,0.0128,1.937333,1.234704,185.5,0.320663
1279,0.0073,0.914,0.876726,216,0.181298
1280,0.0201,1.849167,1.167259,221.5,0.503698
1281,0.0149,0.700667,1.185212,242.166672,0.371628
1282,0.0116,0.839167,0.99117,226.833344,0.290467
1283,0.007,1.830167,1.085333,78.5,0.175635
1284,0.0123,1.657167,1.939185,146.333344,0.306607
1285,0.005,2.771,0.054984,106,0.126279
1286,0.0068,1.806167,1.120099,90.333336,0.169965
1287,0.0064,1.727,1.235595,89.5,0.15971
1288,0.0138,1.4445,1.654556,265.666687,0.345297
1289,0.0143,0.7975,1.028246,280.5,0.358316
1290,0.0061,1.756,1.09416,103.833336,0.153303
1291,0.0066,0.623333,0.244608,219,0.164459
1292,0.0107,1.9205,1.39092,159.166672,0.266792
1293,0.0061,0.621167,0.243957,196.833344,0.152841
1294,0.0131,1.052167,1.334203,316.833344,0.326444
1295,0.0053,1.276667,1.152727,149.333344,0.13261
1296,0.0443,0.821167,1.583174,267.666687,1.106779
1297,0.0099,0.723167,0.935404,278.833344,0.248406
1298,0.01,2.731333,0.054471,122.833336,0.250506
1299,0.0078,0.520667,0.310466,257.5,0.194014
1300,0.0103,2.179667,1.120405,177.166672,0.256398
1301,0.0057,1.177333,1.137539,224,0.142107
1302,0.006,0.8995,0.955401,179.5,0.148991
1303,0.0058,2.7775,0.031684,105,0.14588
1304,0.004,2.815333,0.083296,82.833336,0.100373
1305,0.0094,1.915667,1.307353,169.666672,0.234127
1306,0.0078,0.414,0.224613,306.166687,0.195662
1307,0.0091,0.483,0.283911,260.333344,0.227218
1308,0.0105,0.574333,0.348484,218.666672,0.261369
1309,0.0082,1.878667,1.3584,239.166672,0.20597
1310,0.0105,0.728667,1.05112,338.166687,0.262201
1311,0.0059,1.736167,1.079275,114,0.1476
1312,0.0063,0.967833,0.9339,182.333344,0.158122
1313,0.0128,0.3525,0.329942,279.5,0.320084
1314,0.0079,0.835333,0.977425,243.166672,0.197246
1315,0.0066,1.318667,1.103296,175.333344,0.165094
1316,0.023,0.8205,0.983454,253.333344,0.574498
1317,0.0099,0.3005,0.27888,330.166687,0.248473
1318,0.0107,1.702333,1.122173,179.5,0.266996
1319,0.0104,0.375333,0.323375,231.5,0.261145
